I,I,AEGEON,"Proceed, Solinus, to procure my fall"
I,I,AEGEON,"And by the doom of death end woes and all."
I,I,DUKE SOLINUS,"Merchant of Syracuse, plead no more;"
I,I,DUKE SOLINUS,"I am not partial to infringe our laws:"
I,I,DUKE SOLINUS,"The enmity and discord which of late"
I,I,DUKE SOLINUS,"Sprung from the rancorous outrage of your duke"
I,I,DUKE SOLINUS,"To merchants, our well-dealing countrymen,"
I,I,DUKE SOLINUS,"Who wanting guilders to redeem their lives"
I,I,DUKE SOLINUS,"Have seal'd his rigorous statutes with their bloods,"
I,I,DUKE SOLINUS,"Excludes all pity from our threatening looks."
I,I,DUKE SOLINUS,"For, since the mortal and intestine jars"
I,I,DUKE SOLINUS,"'Twixt thy seditious countrymen and us,"
I,I,DUKE SOLINUS,"It hath in solemn synods been decreed"
I,I,DUKE SOLINUS,"Both by the Syracusians and ourselves,"
I,I,DUKE SOLINUS,"To admit no traffic to our adverse towns Nay, more,"
I,I,DUKE SOLINUS,"If any born at Ephesus be seen"
I,I,DUKE SOLINUS,"At any Syracusian marts and fairs;"
I,I,DUKE SOLINUS,"Again: if any Syracusian born"
I,I,DUKE SOLINUS,"Come to the bay of Ephesus, he dies,"
I,I,DUKE SOLINUS,"His goods confiscate to the duke's dispose,"
I,I,DUKE SOLINUS,"Unless a thousand marks be levied,"
I,I,DUKE SOLINUS,"To quit the penalty and to ransom him."
I,I,DUKE SOLINUS,"Thy substance, valued at the highest rate,"
I,I,DUKE SOLINUS,"Cannot amount unto a hundred marks;"
I,I,DUKE SOLINUS,"Therefore by law thou art condemned to die."
I,I,AEGEON,"Yet this my comfort: when your words are done,"
I,I,AEGEON,"My woes end likewise with the evening sun."
I,I,DUKE SOLINUS,"Well, Syracusian, say in brief the cause"
I,I,DUKE SOLINUS,"Why thou departed'st from thy native home"
I,I,DUKE SOLINUS,"And for what cause thou camest to Ephesus."
I,I,AEGEON,"A heavier task could not have been imposed"
I,I,AEGEON,"Than I to speak my griefs unspeakable:"
I,I,AEGEON,"Yet, that the world may witness that my end"
I,I,AEGEON,"Was wrought by nature, not by vile offence,"
I,I,AEGEON,"I'll utter what my sorrows give me leave."
I,I,AEGEON,"In Syracusa was I born, and wed"
I,I,AEGEON,"Unto a woman, happy but for me,"
I,I,AEGEON,"And by me, had not our hap been bad."
I,I,AEGEON,"With her I lived in joy; our wealth increased"
I,I,AEGEON,"By prosperous voyages I often made"
I,I,AEGEON,"To Epidamnum; till my factor's death"
I,I,AEGEON,"And the great care of goods at random left"
I,I,AEGEON,"Drew me from kind embracements of my spouse:"
I,I,AEGEON,"From whom my absence was not six months old"
I,I,AEGEON,"Before herself, almost at fainting under"
I,I,AEGEON,"The pleasing punishment that women bear,"
I,I,AEGEON,"Had made provision for her following me"
I,I,AEGEON,"And soon and safe arrived where I was."
I,I,AEGEON,"There had she not been long, but she became"
