I,I,BEDFORD,"Hung be the heavens with black, yield day to night!"
I,I,BEDFORD,"Comets, importing change of times and states,"
I,I,BEDFORD,"Brandish your crystal tresses in the sky,"
I,I,BEDFORD,"And with them scourge the bad revolting stars"
I,I,BEDFORD,"That have consented unto Henry's death!"
I,I,BEDFORD,"King Henry the Fifth, too famous to live long!"
I,I,BEDFORD,"England ne'er lost a king of so much worth."
I,I,GLOUCESTER,"England ne'er had a king until his time."
I,I,GLOUCESTER,"Virtue he had, deserving to command:"
I,I,GLOUCESTER,"His brandish'd sword did blind men with his beams:"
I,I,GLOUCESTER,"His arms spread wider than a dragon's wings;"
I,I,GLOUCESTER,"His sparking eyes, replete with wrathful fire,"
I,I,GLOUCESTER,"More dazzled and drove back his enemies"
I,I,GLOUCESTER,"Than mid-day sun fierce bent against their faces."
I,I,GLOUCESTER,"What should I say? his deeds exceed all speech:"
I,I,GLOUCESTER,"He ne'er lift up his hand but conquered."
I,I,EXETER,"We mourn in black: why mourn we not in blood?"
I,I,EXETER,"Henry is dead and never shall revive:"
I,I,EXETER,"Upon a wooden coffin we attend,"
I,I,EXETER,"And death's dishonourable victory"
I,I,EXETER,"We with our stately presence glorify,"
I,I,EXETER,"Like captives bound to a triumphant car."
I,I,EXETER,"What! shall we curse the planets of mishap"
I,I,EXETER,"That plotted thus our glory's overthrow?"
I,I,EXETER,"Or shall we think the subtle-witted French"
I,I,EXETER,"Conjurers and sorcerers, that afraid of him"
I,I,EXETER,"By magic verses have contrived his end?"
I,I,BISHOP OF WINCHESTER,"He was a king bless'd of the King of kings."
I,I,BISHOP OF WINCHESTER,"Unto the French the dreadful judgement-day"
I,I,BISHOP OF WINCHESTER,"So dreadful will not be as was his sight."
I,I,BISHOP OF WINCHESTER,"The battles of the Lord of hosts he fought:"
I,I,BISHOP OF WINCHESTER,"The church's prayers made him so prosperous."
I,I,GLOUCESTER,"The church! where is it? Had not churchmen pray'd,"
I,I,GLOUCESTER,"His thread of life had not so soon decay'd:"
I,I,GLOUCESTER,"None do you like but an effeminate prince,"
I,I,GLOUCESTER,"Whom, like a school-boy, you may over-awe."
I,I,BISHOP OF WINCHESTER,"Gloucester, whate'er we like, thou art protector"
I,I,BISHOP OF WINCHESTER,"And lookest to command the prince and realm."
I,I,BISHOP OF WINCHESTER,"Thy wife is proud; she holdeth thee in awe,"
I,I,BISHOP OF WINCHESTER,"More than God or religious churchmen may."
I,I,GLOUCESTER,"Name not religion, for thou lovest the flesh,"
I,I,GLOUCESTER,"And ne'er throughout the year to church thou go'st"
I,I,GLOUCESTER,"Except it be to pray against thy foes."
I,I,BEDFORD,"Cease, cease these jars and rest your minds in peace:"
I,I,BEDFORD,"Let's to the altar: heralds, wait on us:"
I,I,BEDFORD,"Instead of gold, we'll offer up our arms:"
