I,I,GLOUCESTER,"Now is the winter of our discontent"
I,I,GLOUCESTER,"Made glorious summer by this sun of York;"
I,I,GLOUCESTER,"And all the clouds that lour'd upon our house"
I,I,GLOUCESTER,"In the deep bosom of the ocean buried."
I,I,GLOUCESTER,"Now are our brows bound with victorious wreaths;"
I,I,GLOUCESTER,"Our bruised arms hung up for monuments;"
I,I,GLOUCESTER,"Our stern alarums changed to merry meetings,"
I,I,GLOUCESTER,"Our dreadful marches to delightful measures."
I,I,GLOUCESTER,"Grim-visaged war hath smooth'd his wrinkled front;"
I,I,GLOUCESTER,"And now, instead of mounting barded steeds"
I,I,GLOUCESTER,"To fright the souls of fearful adversaries,"
I,I,GLOUCESTER,"He capers nimbly in a lady's chamber"
I,I,GLOUCESTER,"To the lascivious pleasing of a lute."
I,I,GLOUCESTER,"But I, that am not shaped for sportive tricks,"
I,I,GLOUCESTER,"Nor made to court an amorous looking-glass;"
I,I,GLOUCESTER,"I, that am rudely stamp'd, and want love's majesty"
I,I,GLOUCESTER,"To strut before a wanton ambling nymph;"
I,I,GLOUCESTER,"I, that am curtail'd of this fair proportion,"
I,I,GLOUCESTER,"Cheated of feature by dissembling nature,"
I,I,GLOUCESTER,"Deformed, unfinish'd, sent before my time"
I,I,GLOUCESTER,"Into this breathing world, scarce half made up,"
I,I,GLOUCESTER,"And that so lamely and unfashionable"
I,I,GLOUCESTER,"That dogs bark at me as I halt by them;"
I,I,GLOUCESTER,"Why, I, in this weak piping time of peace,"
I,I,GLOUCESTER,"Have no delight to pass away the time,"
I,I,GLOUCESTER,"Unless to spy my shadow in the sun"
I,I,GLOUCESTER,"And descant on mine own deformity:"
I,I,GLOUCESTER,"And therefore, since I cannot prove a lover,"
I,I,GLOUCESTER,"To entertain these fair well-spoken days,"
I,I,GLOUCESTER,"I am determined to prove a villain"
I,I,GLOUCESTER,"And hate the idle pleasures of these days."
I,I,GLOUCESTER,"Plots have I laid, inductions dangerous,"
I,I,GLOUCESTER,"By drunken prophecies, libels and dreams,"
I,I,GLOUCESTER,"To set my brother Clarence and the king"
I,I,GLOUCESTER,"In deadly hate the one against the other:"
I,I,GLOUCESTER,"And if King Edward be as true and just"
I,I,GLOUCESTER,"As I am subtle, false and treacherous,"
I,I,GLOUCESTER,"This day should Clarence closely be mew'd up,"
I,I,GLOUCESTER,"About a prophecy, which says that 'G'"
I,I,GLOUCESTER,"Of Edward's heirs the murderer shall be."
I,I,GLOUCESTER,"Dive, thoughts, down to my soul: here"
I,I,GLOUCESTER,"Clarence comes."
I,I,GLOUCESTER,"Brother, good day; what means this armed guard"
I,I,GLOUCESTER,"That waits upon your grace?"
I,I,CLARENCE,"His majesty"
I,I,CLARENCE,"Tendering my person's safety, hath appointed"
I,I,CLARENCE,"This conduct to convey me to the Tower."
I,I,GLOUCESTER,"Upon what cause?"
I,I,CLARENCE,"Because my name is George."
I,I,GLOUCESTER,"Alack, my lord, that fault is none of yours;"
I,I,GLOUCESTER,"He should, for that, commit your godfathers:"
I,I,GLOUCESTER,"O, belike his majesty hath some intent"
I,I,GLOUCESTER,"That you shall be new-christen'd in the Tower."
I,I,GLOUCESTER,"But what's the matter, Clarence?  may I know?"
I,I,CLARENCE,"Yea, Richard, when I know; for I protest"
I,I,CLARENCE,"As yet I do not: but, as I can learn,"
I,I,CLARENCE,"He hearkens after prophecies and dreams;"
I,I,CLARENCE,"And from the cross-row plucks the letter G."
I,I,CLARENCE,"And says a wizard told him that by G"
I,I,CLARENCE,"His issue disinherited should be;"
I,I,CLARENCE,"And, for my name of George begins with G,"
I,I,CLARENCE,"It follows in his thought that I am he."
I,I,CLARENCE,"These, as I learn, and such like toys as these"
I,I,CLARENCE,"Have moved his highness to commit me now."
I,I,GLOUCESTER,"Why, this it is, when men are ruled by women:"
I,I,GLOUCESTER,"'Tis not the king that sends you to the Tower:"
I,I,GLOUCESTER,"My Lady Grey his wife, Clarence, 'tis she"
I,I,GLOUCESTER,"That tempers him to this extremity."
I,I,GLOUCESTER,"Was it not she and that good man of worship,"
I,I,GLOUCESTER,"Anthony Woodville, her brother there,"
I,I,GLOUCESTER,"That made him send Lord Hastings to the Tower,"
I,I,GLOUCESTER,"From whence this present day he is deliver'd?"
I,I,GLOUCESTER,"We are not safe, Clarence; we are not safe."
I,I,CLARENCE,"By heaven, I think there's no man is secure"
I,I,CLARENCE,"But the queen's kindred and night-walking heralds"
I,I,CLARENCE,"That trudge betwixt the king and Mistress Shore."
I,I,CLARENCE,"Heard ye not what an humble suppliant"
I,I,CLARENCE,"Lord hastings was to her for his delivery?"
I,I,GLOUCESTER,"Humbly complaining to her deity"
I,I,GLOUCESTER,"Got my lord chamberlain his liberty."
I,I,GLOUCESTER,"I'll tell you what; I think it is our way,"
I,I,GLOUCESTER,"If we will keep in favour with the king,"
I,I,GLOUCESTER,"To be her men and wear her livery:"
I,I,GLOUCESTER,"The jealous o'erworn widow and herself,"
I,I,GLOUCESTER,"Since that our brother dubb'd them gentlewomen."
I,I,GLOUCESTER,"Are mighty gossips in this monarchy."
I,I,BRAKENBURY,"I beseech your graces both to pardon me;"
I,I,BRAKENBURY,"His majesty hath straitly given in charge"
I,I,BRAKENBURY,"That no man shall have private conference,"
I,I,BRAKENBURY,"Of what degree soever, with his brother."
I,I,GLOUCESTER,"Even so; an't please your worship, Brakenbury,"
I,I,GLOUCESTER,"You may partake of any thing we say:"
I,I,GLOUCESTER,"We speak no treason, man: we say the king"
I,I,GLOUCESTER,"Is wise and virtuous, and his noble queen"
I,I,GLOUCESTER,"Well struck in years, fair, and not jealous;"
I,I,GLOUCESTER,"We say that Shore's wife hath a pretty foot,"
I,I,GLOUCESTER,"A cherry lip, a bonny eye, a passing pleasing tongue;"
I,I,GLOUCESTER,"And that the queen's kindred are made gentle-folks:"
I,I,GLOUCESTER,"How say you sir? Can you deny all this?"
I,I,BRAKENBURY,"With this, my lord, myself have nought to do."
I,I,GLOUCESTER,"Naught to do with mistress Shore! I tell thee, fellow,"
I,I,GLOUCESTER,"He that doth naught with her, excepting one,"
I,I,GLOUCESTER,"Were best he do it secretly, alone."
I,I,BRAKENBURY,"What one, my lord?"
I,I,GLOUCESTER,"Her husband, knave: wouldst thou betray me?"
I,I,BRAKENBURY,"I beseech your grace to pardon me, and withal"
I,I,BRAKENBURY,"Forbear your conference with the noble duke."
I,I,CLARENCE,"We know thy charge, Brakenbury, and will obey."
I,I,GLOUCESTER,"We are the queen's abjects, and must obey."
I,I,GLOUCESTER,"Brother, farewell: I will unto the king;"
I,I,GLOUCESTER,"And whatsoever you will employ me in,"
I,I,GLOUCESTER,"Were it to call King Edward's widow sister,"
I,I,GLOUCESTER,"I will perform it to enfranchise you."
I,I,GLOUCESTER,"Meantime, this deep disgrace in brotherhood"
I,I,GLOUCESTER,"Touches me deeper than you can imagine."
I,I,CLARENCE,"I know it pleaseth neither of us well."
I,I,GLOUCESTER,"Well, your imprisonment shall not be long;"
I,I,GLOUCESTER,"Meantime, have patience."
I,I,CLARENCE,"I must perforce. Farewell."
I,I,GLOUCESTER,"Go, tread the path that thou shalt ne'er return."
