I,I,ARCHIDAMUS,"If you shall chance, Camillo, to visit Bohemia, on"
I,I,ARCHIDAMUS,"the like occasion whereon my services are now on"
I,I,ARCHIDAMUS,"foot, you shall see, as I have said, great"
I,I,ARCHIDAMUS,"difference betwixt our Bohemia and your Sicilia."
I,I,CAMILLO,"I think, this coming summer, the King of Sicilia"
I,I,CAMILLO,"means to pay Bohemia the visitation which he justly owes him."
I,I,ARCHIDAMUS,"Wherein our entertainment shall shame us we will be"
I,I,ARCHIDAMUS,"justified in our loves; for indeed--"
I,I,CAMILLO,"Beseech you,--"
I,I,ARCHIDAMUS,"Verily, I speak it in the freedom of my knowledge:"
I,I,ARCHIDAMUS,"we cannot with such magnificence--in so rare--I know"
I,I,ARCHIDAMUS,"not what to say. We will give you sleepy drinks,"
I,I,ARCHIDAMUS,"that your senses, unintelligent of our insufficience,"
I,I,ARCHIDAMUS,"may, though they cannot praise us, as little accuse"
I,I,ARCHIDAMUS,"us."
I,I,CAMILLO,"You pay a great deal too dear for what's given freely."
I,I,ARCHIDAMUS,"Believe me, I speak as my understanding instructs me"
I,I,ARCHIDAMUS,"and as mine honesty puts it to utterance."
I,I,CAMILLO,"Sicilia cannot show himself over-kind to Bohemia."
I,I,CAMILLO,"They were trained together in their childhoods; and"
I,I,CAMILLO,"there rooted betwixt them then such an affection,"
I,I,CAMILLO,"which cannot choose but branch now. Since their"
I,I,CAMILLO,"more mature dignities and royal necessities made"
I,I,CAMILLO,"separation of their society, their encounters,"
I,I,CAMILLO,"though not personal, have been royally attorneyed"
I,I,CAMILLO,"with interchange of gifts, letters, loving"
I,I,CAMILLO,"embassies; that they have seemed to be together,"
I,I,CAMILLO,"though absent, shook hands, as over a vast, and"
I,I,CAMILLO,"embraced, as it were, from the ends of opposed"
I,I,CAMILLO,"winds. The heavens continue their loves!"
I,I,ARCHIDAMUS,"I think there is not in the world either malice or"
I,I,ARCHIDAMUS,"matter to alter it. You have an unspeakable"
I,I,ARCHIDAMUS,"comfort of your young prince Mamillius: it is a"
I,I,ARCHIDAMUS,"gentleman of the greatest promise that ever came"
I,I,ARCHIDAMUS,"into my note."
I,I,CAMILLO,"I very well agree with you in the hopes of him: it"
I,I,CAMILLO,"is a gallant child; one that indeed physics the"
I,I,CAMILLO,"subject, makes old hearts fresh: they that went on"
I,I,CAMILLO,"crutches ere he was born desire yet their life to"
I,I,CAMILLO,"see him a man."
I,I,ARCHIDAMUS,"Would they else be content to die?"
I,I,CAMILLO,"Yes; if there were no other excuse why they should"
I,I,CAMILLO,"desire to live."
I,I,ARCHIDAMUS,"If the king had no son, they would desire to live"
I,I,ARCHIDAMUS,"on crutches till he had one."
I,II,POLIXENES,"Nine changes of the watery star hath been"
I,II,POLIXENES,"The shepherd's note since we have left our throne"
I,II,POLIXENES,"Without a burthen: time as long again"
I,II,POLIXENES,"Would be find up, my brother, with our thanks;"
I,II,POLIXENES,"And yet we should, for perpetuity,"
I,II,POLIXENES,"Go hence in debt: and therefore, like a cipher,"
I,II,POLIXENES,"Yet standing in rich place, I multiply"
I,II,POLIXENES,"With one 'We thank you' many thousands moe"
I,II,POLIXENES,"That go before it."
I,II,LEONTES,"Stay your thanks a while;"
I,II,LEONTES,"And pay them when you part."
I,II,POLIXENES,"Sir, that's to-morrow."
I,II,POLIXENES,"I am question'd by my fears, of what may chance"
I,II,POLIXENES,"Or breed upon our absence; that may blow"
I,II,POLIXENES,"No sneaping winds at home, to make us say"
I,II,POLIXENES,"'This is put forth too truly:' besides, I have stay'd"
I,II,POLIXENES,"To tire your royalty."
I,II,LEONTES,"We are tougher, brother,"
I,II,LEONTES,"Than you can put us to't."
I,II,POLIXENES,"No longer stay."
I,II,LEONTES,"One seven-night longer."
I,II,POLIXENES,"Very sooth, to-morrow."
I,II,LEONTES,"We'll part the time between's then; and in that"
I,II,LEONTES,"I'll no gainsaying."
